Season,Team,Date,h_a,PPDA,OPPDA,Referee
15-16,Las Palmas,2015-12-31 00:00:00,h,8.409090909090908,9.517241379310343,Santiago Jaime
15-16,Las Palmas,2016-01-03 21:15:00,a,6.7407407407407405,5.431034482758621,Carlos del Cerro
15-16,Las Palmas,2016-01-10 21:15:00,h,6.366666666666666,11.821428571428571,Ignacio Iglesias
15-16,Las Palmas,2016-01-17 21:15:00,h,9.217391304347826,6.813559322033898,Iñaki Bikandi
15-16,Las Palmas,2016-01-25 23:30:00,a,5.142857142857143,10.588235294117649,Carlos Velasco
15-16,Las Palmas,2016-01-31 21:15:00,h,5.394736842105263,8.088235294117647,José Sánchez
15-16,Las Palmas,2016-02-06 21:15:00,a,7.241379310344827,6.727272727272728,Ignacio Iglesias
15-16,Las Palmas,2016-02-14 19:00:00,a,10.217391304347826,6.2,Eduardo Prieto
15-16,Las Palmas,2016-02-20 19:00:00,h,16.5,9.233333333333333,Carlos del Cerro
15-16,Las Palmas,2016-02-26 23:30:00,a,13.538461538461538,5.634146341463414,Pedro Pérez
15-16,Las Palmas,2016-03-02 01:00:00,h,6.709677419354839,11.642857142857142,Mario Melero
15-16,Las Palmas,2016-03-05 21:15:00,a,16.736842105263158,9.545454545454543,Carlos Clos Gómez
15-16,Las Palmas,2016-03-13 23:30:00,h,11.115384615384617,11.48,David Fernández
15-16,Las Palmas,2016-03-19 21:15:00,a,12.136363636363637,5.866666666666666,Antonio Matéu Lahoz
15-16,Las Palmas,2016-04-02 20:15:00,h,5.482758620689655,10.9,Pedro Pérez
15-16,Las Palmas,2016-04-11 22:30:00,a,11.375,12.193548387096774,Alfonso Álvarez
15-16,Las Palmas,2016-04-16 20:15:00,h,9.45,6.9375,Alberto Undiano
15-16,Las Palmas,2016-04-19 23:00:00,a,16.6,13.304347826086955,Iñaki Bikandi
15-16,Las Palmas,2016-04-22 23:00:00,h,5.9375,12.576923076923077,Mario Melero
15-16,Las Palmas,2016-05-01 00:05:00,a,9.555555555555555,12.448275862068966,José González
15-16,Las Palmas,2016-05-08 19:00:00,h,12.533333333333331,11.45,Pedro Pérez
15-16,Las Palmas,2016-05-15 14:00:00,a,7.095238095238095,11.096774193548388,Ricardo de Burgos
15-16,Rayo Vallecano,2015-08-23 00:30:00,h,5.117647058823529,9.77777777777778,Alberto Undiano
15-16,Rayo Vallecano,2015-08-30 00:00:00,a,30.214285714285715,6.21875,Juan Martínez
15-16,Rayo Vallecano,2015-09-14 22:30:00,h,8.866666666666667,11.451612903225806,Ricardo de Burgos
15-16,Rayo Vallecano,2015-09-20 22:30:00,a,5.289473684210527,6.739130434782608,José González
15-16,Rayo Vallecano,2015-09-23 22:00:00,h,4.586206896551724,9.576923076923077,Iñaki Bikandi
15-16,Rayo Vallecano,2015-09-26 22:30:00,a,5.628571428571429,8.538461538461538,Alejandro Hernández
15-16,Rayo Vallecano,2015-10-04 14:00:00,h,2.911764705882353,10.583333333333334,Ignacio Iglesias
15-16,Rayo Vallecano,2015-10-17 22:30:00,a,8.419354838709678,10.06896551724138,Pedro Pérez
15-16,Rayo Vallecano,2015-10-23 22:30:00,h,4.545454545454546,18.166666666666668,Eduardo Prieto
15-16,Rayo Vallecano,2015-11-01 15:00:00,a,7.384615384615385,6.275,Alfonso Álvarez
15-16,Rayo Vallecano,2015-11-07 23:30:00,h,11.478260869565217,6.285714285714286,Jesús Gil
15-16,Rayo Vallecano,2015-11-23 23:30:00,a,3.9642857142857135,8.931034482758621,Ricardo de Burgos
15-16,Rayo Vallecano,2015-11-29 21:15:00,h,4.56,7.7,Alejandro Hernández
15-16,Rayo Vallecano,2015-12-06 19:00:00,a,5.387096774193548,7.193548387096774,Daniel Ask
15-16,Rayo Vallecano,2015-12-13 15:00:00,h,6.444444444444445,5.5,Carlos Clos Gómez
15-16,Rayo Vallecano,2015-12-20 19:00:00,a,15.466666666666669,10.413793103448276,Ignacio Iglesias
15-16,Rayo Vallecano,2015-12-30 21:15:00,h,4.633333333333334,6.0256410256410255,José Sánchez
15-16,Rayo Vallecano,2016-01-03 15:00:00,h,7.428571428571429,4.296296296296297,Antonio Matéu Lahoz
15-16,Rayo Vallecano,2016-01-10 01:05:00,a,5.107142857142857,10.045454545454543,Mario Melero
15-16,Rayo Vallecano,2016-01-17 15:00:00,a,5.526315789473684,8.4,Eduardo Prieto
15-16,Rayo Vallecano,2016-01-24 01:05:00,h,3.4838709677419355,5.7,Santiago Jaime
15-16,Rayo Vallecano,2016-02-01 23:30:00,a,6.583333333333333,6.344827586206897,Iñaki Bikandi
15-16,Rayo Vallecano,2016-02-06 21:15:00,h,6.727272727272728,7.241379310344827,Ignacio Iglesias
15-16,Rayo Vallecano,2016-02-12 23:30:00,a,5.571428571428571,13.0,Carlos Clos Gómez
15-16,Rayo Vallecano,2016-02-21 15:00:00,h,4.181818181818182,6.17948717948718,Daniel Ask
15-16,Rayo Vallecano,2016-02-27 23:30:00,a,4.206896551724138,6.743589743589744,Antonio Matéu Lahoz
15-16,Rayo Vallecano,2016-03-04 00:00:00,h,12.12,6.653846153846154,Iñaki Bikandi
15-16,Rayo Vallecano,2016-03-07 23:30:00,a,3.8846153846153846,13.26923076923077,David Fernández
15-16,Rayo Vallecano,2016-03-13 01:05:00,h,3.655172413793104,8.0,Alfonso Álvarez
15-16,Rayo Vallecano,2016-03-19 21:15:00,a,5.636363636363637,13.115384615384617,Alejandro Hernández
15-16,Rayo Vallecano,2016-04-01 22:30:00,h,5.538461538461538,6.851851851851852,Santiago Jaime
15-16,Rayo Vallecano,2016-04-10 22:30:00,a,8.4,15.35,Jesús Gil
15-16,Rayo Vallecano,2016-04-17 20:15:00,h,4.212121212121212,14.384615384615383,Ignacio Iglesias
15-16,Rayo Vallecano,2016-04-20 22:45:00,a,8.217391304347826,5.777777777777778,Alberto Undiano
15-16,Rayo Vallecano,2016-04-23 18:00:00,h,9.454545454545457,8.791666666666666,Alejandro Hernández
15-16,Rayo Vallecano,2016-04-30 20:15:00,a,5.115384615384615,7.153846153846154,José Sánchez
15-16,Rayo Vallecano,2016-05-08 19:00:00,a,5.407407407407407,16.705882352941178,Santiago Jaime
15-16,Rayo Vallecano,2016-05-15 21:30:00,h,9.25925925925926,18.823529411764707,Carlos Clos Gómez
15-16,Valencia,2015-08-23 00:30:00,a,9.77777777777778,5.117647058823529,Alberto Undiano
15-16,Valencia,2015-08-30 22:30:00,h,7.913043478260869,8.142857142857142,José González
15-16,Valencia,2015-09-12 20:15:00,a,6.827586206896552,10.1,Carlos del Cerro
15-16,Valencia,2015-09-19 20:15:00,h,3.807692307692308,12.894736842105264,Carlos Velasco
15-16,Valencia,2015-09-22 22:00:00,a,5.620689655172414,7.34375,Ignacio Iglesias
15-16,Valencia,2015-09-25 22:30:00,h,8.375,3.0434782608695654,Carlos Clos Gómez
15-16,Valencia,2015-10-04 18:00:00,a,11.894736842105264,7.823529411764706,Daniel Ask
15-16,Valencia,2015-10-18 00:00:00,h,8.727272727272727,5.333333333333333,Alejandro Hernández
15-16,Valencia,2015-10-25 23:30:00,a,8.857142857142858,5.452830188679245,Jesús Gil
15-16,Valencia,2015-10-31 21:15:00,h,5.541666666666667,8.928571428571429,Ricardo de Burgos
15-16,Valencia,2015-11-07 19:00:00,a,7.733333333333333,5.375,Iñaki Bikandi
15-16,Valencia,2015-11-22 01:00:00,h,10.342857142857143,8.0,Pedro Pérez
15-16,Valencia,2015-11-29 23:30:00,a,11.142857142857142,4.487804878048781,Carlos Velasco
15-16,Valencia,2015-12-05 23:30:00,h,19.142857142857142,4.636363636363637,Santiago Jaime
15-16,Valencia,2015-12-13 19:00:00,a,5.303030303030303,5.105263157894737,José González
15-16,Valencia,2015-12-19 19:00:00,h,6.148148148148148,9.806451612903226,David Fernández
15-16,Valencia,2015-12-31 19:00:00,a,9.08,6.40625,Alfonso Álvarez
15-16,Valencia,2016-01-03 23:30:00,h,8.676470588235293,6.925,José Sánchez
15-16,Valencia,2016-01-10 19:00:00,a,12.647058823529411,6.0,Alejandro Hernández
15-16,Valencia,2016-01-17 15:00:00,h,8.4,5.526315789473684,Eduardo Prieto
15-16,Valencia,2016-01-24 21:15:00,a,9.833333333333334,8.4,Mario Melero
15-16,Valencia,2016-01-31 19:00:00,h,3.774193548387097,9.137931034482758,José González
15-16,Valencia,2016-02-07 19:00:00,a,3.8157894736842106,5.128205128205129,José Sánchez
15-16,Valencia,2016-02-13 23:30:00,h,5.476190476190476,6.428571428571429,Carlos del Cerro
15-16,Valencia,2016-02-21 21:15:00,a,9.033333333333331,7.696969696969697,Iñaki Bikandi
15-16,Valencia,2016-02-28 19:00:00,h,19.666666666666668,8.61111111111111,Jesús Gil
15-16,Valencia,2016-03-02 23:00:00,a,6.16,5.05,José González
15-16,Valencia,2016-03-06 23:30:00,h,8.258064516129032,6.696969696969697,Alfonso Álvarez
15-16,Valencia,2016-03-13 15:00:00,a,8.95,8.11111111111111,Carlos del Cerro
15-16,Valencia,2016-03-20 21:15:00,h,6.342105263157895,6.0,Alberto Undiano
15-16,Valencia,2016-04-02 20:15:00,a,10.9,5.482758620689655,Pedro Pérez
15-16,Valencia,2016-04-10 18:00:00,h,6.866666666666666,6.076923076923077,Iñaki Bikandi
15-16,Valencia,2016-04-17 22:30:00,a,16.61111111111111,3.78125,David Fernández
15-16,Valencia,2016-04-20 22:45:00,h,14.31578947368421,10.571428571428571,Daniel Ask
15-16,Valencia,2016-04-24 20:15:00,a,8.130434782608695,13.458333333333334,Ricardo de Burgos
15-16,Valencia,2016-05-01 22:30:00,h,9.827586206896552,10.037037037037036,Carlos del Cerro
15-16,Valencia,2016-05-08 19:00:00,a,14.681818181818182,14.125,David Fernández
15-16,Valencia,2016-05-13 22:30:00,h,5.722222222222222,5.333333333333333,Carlos Velasco
15-16,Athletic Club,2015-08-23 20:30:00,h,16.51851851851852,6.631578947368421,Carlos del Cerro
15-16,Athletic Club,2015-08-30 20:30:00,a,6.275862068965517,9.714285714285714,David Fernández
15-16,Athletic Club,2015-09-13 18:00:00,h,7.222222222222222,6.757575757575758,Pedro Pérez
15-16,Athletic Club,2015-09-20 20:15:00,a,8.588235294117647,6.696969696969697,Carlos Clos Gómez
15-16,Athletic Club,2015-09-23 23:00:00,h,9.324324324324325,12.444444444444445,Antonio Matéu Lahoz
15-16,Athletic Club,2015-09-27 22:30:00,a,4.794117647058823,6.533333333333333,Carlos Velasco
15-16,Athletic Club,2015-10-04 18:00:00,h,7.823529411764706,11.894736842105264,Daniel Ask
15-16,Athletic Club,2015-10-18 22:30:00,a,7.138888888888889,6.814814814814815,Santiago Jaime
15-16,Athletic Club,2015-10-26 23:30:00,h,9.76923076923077,9.37037037037037,Ignacio Iglesias
15-16,Athletic Club,2015-11-01 23:30:00,a,7.72,6.642857142857143,José González
15-16,Athletic Club,2015-11-08 15:00:00,h,4.75,4.444444444444445,Alberto Undiano
15-16,Athletic Club,2015-11-22 21:15:00,a,2.942857142857143,8.966666666666667,Carlos del Cerro
15-16,Athletic Club,2015-11-29 21:15:00,a,7.7,4.56,Alejandro Hernández
15-16,Athletic Club,2015-12-06 23:30:00,h,8.037037037037036,4.514285714285714,Alfonso Álvarez
15-16,Athletic Club,2015-12-13 21:15:00,a,9.0,12.652173913043478,Juan Martínez
15-16,Athletic Club,2015-12-20 21:15:00,h,5.341463414634147,9.4,Alejandro Hernández
15-16,Athletic Club,2015-12-30 23:30:00,a,11.35483870967742,5.071428571428571,Pedro Pérez
15-16,Athletic Club,2016-01-03 21:15:00,h,5.431034482758621,6.7407407407407405,Carlos del Cerro
15-16,Athletic Club,2016-01-09 21:15:00,a,8.366666666666667,11.25,Eduardo Prieto
15-16,Athletic Club,2016-01-17 23:30:00,a,19.647058823529413,5.095238095238095,Antonio Matéu Lahoz
15-16,Athletic Club,2016-01-24 15:00:00,h,6.769230769230769,9.956521739130435,Jesús Gil
15-16,Athletic Club,2016-01-30 21:15:00,a,5.738095238095238,6.590909090909091,Daniel Ask
15-16,Athletic Club,2016-02-06 23:30:00,h,4.903225806451613,10.25,Mario Melero
15-16,Athletic Club,2016-02-13 19:00:00,a,13.566666666666666,12.733333333333333,Alfonso Álvarez
15-16,Athletic Club,2016-02-21 21:15:00,h,3.0,8.56,José Sánchez
15-16,Athletic Club,2016-02-28 19:00:00,a,8.61111111111111,19.666666666666668,Jesús Gil
15-16,Athletic Club,2016-03-02 23:00:00,h,12.68421052631579,13.291666666666666,Antonio Matéu Lahoz
15-16,Athletic Club,2016-03-06 21:15:00,a,6.081081081081081,9.03225806451613,Carlos del Cerro
15-16,Athletic Club,2016-03-13 21:15:00,h,6.844444444444444,12.428571428571429,Santiago Jaime
15-16,Athletic Club,2016-03-20 15:00:00,a,6.269230769230769,12.434782608695652,Eduardo Prieto
15-16,Athletic Club,2016-04-03 14:00:00,h,6.131578947368421,14.3125,Carlos Velasco
15-16,Athletic Club,2016-04-10 22:30:00,h,15.35,8.4,Jesús Gil
15-16,Athletic Club,2016-04-17 14:00:00,a,4.717948717948718,9.761904761904765,José Sánchez
15-16,Athletic Club,2016-04-20 22:45:00,h,5.5,11.87878787878788,Juan Martínez
15-16,Athletic Club,2016-04-24 14:00:00,a,9.0,11.38095238095238,Ignacio Iglesias
15-16,Athletic Club,2016-05-01 14:00:00,h,6.36,9.043478260869565,Daniel Ask
15-16,Athletic Club,2016-05-08 19:00:00,a,11.45,12.533333333333331,Pedro Pérez
15-16,Athletic Club,2016-05-14 21:30:00,h,7.545454545454546,19.1875,Alfonso Álvarez
15-16,Barcelona,2015-08-23 20:30:00,a,6.631578947368421,16.51851851851852,Carlos del Cerro
15-16,Barcelona,2015-08-29 22:30:00,h,5.0,9.448275862068966,Santiago Jaime
15-16,Barcelona,2015-09-12 22:30:00,a,10.125,13.5,Antonio Matéu Lahoz
15-16,Barcelona,2015-09-20 22:30:00,h,4.8125,18.58823529411765,David Fernández
15-16,Barcelona,2015-09-23 22:00:00,a,7.791666666666667,7.3428571428571425,Alberto Undiano
15-16,Barcelona,2015-09-26 18:00:00,h,4.117647058823529,12.483870967741936,Ricardo de Burgos
15-16,Barcelona,2015-10-03 18:00:00,a,5.666666666666667,9.333333333333334,Jesús Gil
15-16,Barcelona,2015-10-17 22:30:00,h,10.06896551724138,8.419354838709678,Pedro Pérez
15-16,Barcelona,2015-10-25 21:15:00,h,4.130434782608695,13.538461538461538,Carlos del Cerro
15-16,Barcelona,2015-10-31 23:30:00,a,5.25,22.88235294117647,Juan Martínez
15-16,Barcelona,2015-11-08 19:00:00,h,6.241379310344827,9.96774193548387,Carlos Clos Gómez
15-16,Barcelona,2015-11-21 21:15:00,a,9.818181818181818,12.15625,David Fernández
15-16,Barcelona,2015-11-28 19:00:00,h,15.933333333333334,11.964285714285714,Ignacio Iglesias
15-16,Barcelona,2015-12-05 23:30:00,a,4.636363636363637,19.142857142857142,Santiago Jaime
15-16,Barcelona,2015-12-12 19:00:00,h,5.375,12.272727272727272,José Sánchez
15-16,Barcelona,2015-12-30 23:30:00,h,5.15625,11.551724137931034,Iñaki Bikandi
15-16,Barcelona,2016-01-02 19:00:00,a,2.5454545454545454,6.595744680851064,José González
15-16,Barcelona,2016-01-09 19:00:00,h,4.823529411764706,12.692307692307692,Carlos Velasco
15-16,Barcelona,2016-01-17 23:30:00,h,5.095238095238095,19.647058823529413,Antonio Matéu Lahoz
15-16,Barcelona,2016-01-23 19:00:00,a,4.392857142857143,9.6,Carlos Clos Gómez
15-16,Barcelona,2016-01-30 19:00:00,h,4.107142857142857,11.8125,Alberto Undiano
15-16,Barcelona,2016-02-07 15:00:00,a,3.642857142857143,12.857142857142858,Pedro Pérez
15-16,Barcelona,2016-02-14 23:30:00,h,4.878787878787879,9.606060606060606,Alejandro Hernández
15-16,Barcelona,2016-02-17 21:30:00,a,3.4285714285714284,25.11764705882353,Ricardo de Burgos
15-16,Barcelona,2016-02-20 19:00:00,a,9.233333333333333,16.5,Carlos del Cerro
15-16,Barcelona,2016-02-28 23:30:00,h,4.2727272727272725,12.423076923076923,Santiago Jaime
15-16,Barcelona,2016-03-04 00:00:00,a,6.653846153846154,12.12,Iñaki Bikandi
15-16,Barcelona,2016-03-06 19:00:00,a,7.315789473684211,15.264705882352942,Alberto Undiano
15-16,Barcelona,2016-03-12 19:00:00,h,5.517241379310345,20.1,Pedro Pérez
15-16,Barcelona,2016-03-20 19:00:00,a,7.043478260869565,15.56,José Sánchez
15-16,Barcelona,2016-04-02 22:30:00,h,5.138888888888889,15.884615384615383,Alejandro Hernández
15-16,Barcelona,2016-04-09 22:30:00,a,2.878787878787879,14.736842105263158,Ignacio Iglesias
15-16,Barcelona,2016-04-17 22:30:00,h,3.78125,16.61111111111111,David Fernández
15-16,Barcelona,2016-04-20 22:00:00,a,8.842105263157896,19.857142857142858,Ricardo de Burgos
15-16,Barcelona,2016-04-23 22:30:00,h,7.0,28.0,Carlos Clos Gómez
15-16,Barcelona,2016-04-30 22:30:00,a,5.2,36.0,Antonio Matéu Lahoz
15-16,Barcelona,2016-05-08 19:00:00,h,4.051282051282051,14.5,Jesús Gil
15-16,Barcelona,2016-05-14 19:00:00,a,7.863636363636363,17.85,Alejandro Hernández
15-16,Sporting Gijon,2015-08-23 22:30:00,h,10.933333333333334,6.28,Daniel Ask
15-16,Sporting Gijon,2015-08-29 20:30:00,a,23.181818181818183,6.8,José Sánchez
15-16,Sporting Gijon,2015-09-12 20:15:00,h,10.1,6.827586206896552,Carlos del Cerro
15-16,Sporting Gijon,2015-09-20 18:00:00,a,9.28,5.4,Eduardo Prieto
15-16,Sporting Gijon,2015-09-23 22:00:00,a,9.576923076923077,4.586206896551724,Iñaki Bikandi
15-16,Sporting Gijon,2015-09-27 14:00:00,h,6.233333333333333,13.952380952380953,Juan Martínez
15-16,Sporting Gijon,2015-10-03 22:30:00,a,7.757575757575758,7.305555555555555,Carlos Clos Gómez
15-16,Sporting Gijon,2015-10-19 22:30:00,h,5.136363636363637,9.633333333333333,Alfonso Álvarez
15-16,Sporting Gijon,2015-10-26 23:30:00,a,9.37037037037037,9.76923076923077,Ignacio Iglesias
15-16,Sporting Gijon,2015-11-01 21:15:00,h,13.428571428571429,5.84,Antonio Matéu Lahoz
15-16,Sporting Gijon,2015-11-08 21:15:00,a,16.375,2.888888888888889,Daniel Ask
15-16,Sporting Gijon,2015-11-22 15:00:00,h,10.68421052631579,10.571428571428571,Mario Melero
15-16,Sporting Gijon,2015-11-29 01:05:00,a,14.956521739130435,6.0,Santiago Jaime
15-16,Sporting Gijon,2015-12-06 21:15:00,h,10.5,6.611111111111111,Alberto Undiano
15-16,Sporting Gijon,2015-12-12 23:30:00,a,22.5,3.870967741935484,Carlos del Cerro
15-16,Sporting Gijon,2015-12-30 21:30:00,a,7.478260869565218,2.909090909090909,Carlos Velasco
15-16,Sporting Gijon,2016-01-04 23:30:00,h,7.583333333333333,5.1,Daniel Ask
15-16,Sporting Gijon,2016-01-10 15:00:00,a,8.1875,10.26086956521739,Jesús Gil
15-16,Sporting Gijon,2016-01-17 19:00:00,a,21.43478260869565,7.172413793103448,Alberto Undiano
15-16,Sporting Gijon,2016-01-22 23:30:00,h,11.2,4.555555555555555,David Fernández
15-16,Sporting Gijon,2016-01-31 19:00:00,a,9.137931034482758,3.774193548387097,José González
15-16,Sporting Gijon,2016-02-07 01:05:00,h,9.125,4.935483870967742,Alejandro Hernández
15-16,Sporting Gijon,2016-02-12 23:30:00,h,13.0,5.571428571428571,Carlos Clos Gómez
15-16,Sporting Gijon,2016-02-17 21:30:00,h,25.11764705882353,3.4285714285714284,Ricardo de Burgos
15-16,Sporting Gijon,2016-02-20 23:30:00,a,6.0,4.121951219512195,Alfonso Álvarez
15-16,Sporting Gijon,2016-02-27 21:15:00,h,6.5,5.842105263157895,Carlos Velasco
15-16,Sporting Gijon,2016-03-03 23:00:00,a,14.1,6.225806451612903,Daniel Ask
15-16,Sporting Gijon,2016-03-06 21:15:00,h,9.03225806451613,6.081081081081081,Carlos del Cerro
15-16,Sporting Gijon,2016-03-11 23:30:00,a,7.74074074074074,6.916666666666667,Ricardo de Burgos
15-16,Sporting Gijon,2016-03-19 19:00:00,h,5.818181818181818,12.28,Jesús Gil
15-16,Sporting Gijon,2016-04-04 22:30:00,a,8.652173913043478,6.625,Mario Melero
15-16,Sporting Gijon,2016-04-10 14:00:00,h,13.476190476190476,6.25,Antonio Matéu Lahoz
15-16,Sporting Gijon,2016-04-16 20:15:00,a,6.9375,9.45,Alberto Undiano
15-16,Sporting Gijon,2016-04-20 22:45:00,h,10.22222222222222,8.173913043478262,José González
15-16,Sporting Gijon,2016-04-23 22:30:00,a,28.0,7.0,Carlos Clos Gómez
15-16,Sporting Gijon,2016-04-29 22:30:00,h,11.608695652173912,6.258064516129032,Alejandro Hernández
15-16,Sporting Gijon,2016-05-08 19:00:00,a,8.95,6.0,Alfonso Álvarez
15-16,Sporting Gijon,2016-05-15 21:30:00,h,10.21875,13.666666666666666,Alberto Undiano
15-16,Real Madrid,2015-08-23 22:30:00,a,6.28,10.933333333333334,Daniel Ask
15-16,Real Madrid,2015-08-30 00:30:00,h,5.727272727272728,25.76923076923077,Alejandro Hernández
15-16,Real Madrid,2015-09-12 18:00:00,a,13.842105263157896,8.787878787878787,Iñaki Bikandi
15-16,Real Madrid,2015-09-19 18:00:00,h,5.241379310344827,11.727272727272728,Juan Martínez
15-16,Real Madrid,2015-09-23 23:00:00,a,12.444444444444445,9.324324324324325,Antonio Matéu Lahoz
15-16,Real Madrid,2015-09-26 20:15:00,h,7.047619047619048,24.363636363636363,José González
15-16,Real Madrid,2015-10-04 22:30:00,a,8.4,9.314285714285717,Alberto Undiano
15-16,Real Madrid,2015-10-17 18:00:00,h,7.15625,31.2,José Sánchez
15-16,Real Madrid,2015-10-24 18:00:00,a,12.083333333333334,6.789473684210527,Carlos Clos Gómez
15-16,Real Madrid,2015-10-31 19:00:00,h,10.59375,35.18181818181818,Santiago Jaime
15-16,Real Madrid,2015-11-08 23:30:00,a,13.523809523809524,14.55,José González
15-16,Real Madrid,2015-11-21 21:15:00,h,12.15625,9.818181818181818,David Fernández
15-16,Real Madrid,2015-11-29 19:00:00,a,11.153846153846152,6.869565217391305,Jesús Gil
15-16,Real Madrid,2015-12-05 19:00:00,h,10.041666666666666,20.473684210526315,Antonio Matéu Lahoz
15-16,Real Madrid,2015-12-13 23:30:00,a,7.217391304347826,18.6875,Alberto Undiano
15-16,Real Madrid,2015-12-20 19:00:00,h,10.413793103448276,15.466666666666669,Ignacio Iglesias
15-16,Real Madrid,2015-12-30 19:00:00,h,15.235294117647058,14.5,José González
15-16,Real Madrid,2016-01-03 23:30:00,a,6.925,8.676470588235293,José Sánchez
15-16,Real Madrid,2016-01-09 23:30:00,h,8.612903225806452,13.916666666666666,Pedro Pérez
15-16,Real Madrid,2016-01-17 19:00:00,h,7.172413793103448,21.43478260869565,Alberto Undiano
15-16,Real Madrid,2016-01-24 23:30:00,a,6.484848484848484,12.0,Juan Martínez
15-16,Real Madrid,2016-01-31 23:30:00,h,5.533333333333333,15.26086956521739,Alejandro Hernández
15-16,Real Madrid,2016-02-07 23:30:00,a,8.0,9.35,Jesús Gil
15-16,Real Madrid,2016-02-13 19:00:00,h,12.733333333333333,13.566666666666666,Alfonso Álvarez
15-16,Real Madrid,2016-02-21 19:00:00,a,6.043478260869565,9.387096774193548,Ignacio Iglesias
15-16,Real Madrid,2016-02-27 19:00:00,h,2.891304347826087,14.185185185185183,Carlos Clos Gómez
15-16,Real Madrid,2016-03-03 00:00:00,a,8.7,11.956521739130435,Ricardo de Burgos
15-16,Real Madrid,2016-03-05 19:00:00,h,9.961538461538462,19.0,Jesús Gil
15-16,Real Madrid,2016-03-13 23:30:00,a,11.48,11.115384615384617,David Fernández
15-16,Real Madrid,2016-03-20 23:30:00,h,6.916666666666667,21.23076923076923,Daniel Ask
